# COLUMN0,COLUMN1,COLUMN2
6.708400000000000141e+00,6.749200000000000088e+00,6.609799999999999898e+00
6.642299999999999649e+00,6.733600000000000030e+00,6.615599999999999703e+00
6.710600000000000342e+00,6.883000000000000007e+00,6.690299999999999692e+00
6.861100000000000421e+00,6.894800000000000040e+00,6.827799999999999869e+00
6.863100000000000200e+00,6.907600000000000406e+00,6.775100000000000122e+00
6.781699999999999839e+00,6.848300000000000054e+00,6.771399999999999864e+00
6.788000000000000256e+00,6.796599999999999753e+00,6.702899999999999636e+00
6.717600000000000016e+00,6.748800000000000132e+00,6.625799999999999912e+00
6.640799999999999592e+00,6.709399999999999586e+00,6.612599999999999589e+00
6.695500000000000007e+00,6.712100000000000399e+00,6.570100000000000051e+00
6.586800000000000210e+00,6.676099999999999923e+00,6.543199999999999683e+00
6.655800000000000161e+00,6.683900000000000396e+00,6.288499999999999979e+00
6.302500000000000213e+00,6.578800000000000203e+00,6.258200000000000429e+00
6.523799999999999599e+00,6.598600000000000243e+00,6.334800000000000431e+00
6.589500000000000135e+00,6.651699999999999946e+00,6.401500000000000412e+00
6.620899999999999785e+00,6.653400000000000425e+00,6.554899999999999949e+00
6.612000000000000099e+00,6.705099999999999838e+00,6.398699999999999832e+00
6.445299999999999585e+00,6.730400000000000382e+00,6.423300000000000232e+00
6.677100000000000257e+00,6.751900000000000013e+00,6.636499999999999844e+00
6.650100000000000122e+00,6.779300000000000104e+00,6.626500000000000057e+00
6.756999999999999673e+00,6.868599999999999817e+00,6.733900000000000219e+00
6.768600000000000172e+00,6.818500000000000227e+00,6.424900000000000055e+00
6.427699999999999747e+00,6.688200000000000145e+00,6.423099999999999810e+00
6.615599999999999703e+00,6.700199999999999712e+00,6.391899999999999693e+00
6.405899999999999928e+00,6.776500000000000412e+00,6.397000000000000242e+00
6.747499999999999609e+00,6.769999999999999574e+00,6.619100000000000428e+00
6.666100000000000136e+00,6.811799999999999855e+00,6.461400000000000254e+00
6.765699999999999825e+00,6.836299999999999599e+00,6.718300000000000161e+00
6.799000000000000377e+00,6.888099999999999667e+00,6.764400000000000190e+00
6.876599999999999824e+00,6.907099999999999795e+00,6.576800000000000423e+00
6.631400000000000183e+00,6.945199999999999818e+00,6.614300000000000068e+00
6.913199999999999790e+00,6.981300000000000061e+00,6.830799999999999983e+00
6.960600000000000342e+00,7.026900000000000368e+00,6.795499999999999652e+00
6.871000000000000441e+00,6.926899999999999835e+00,6.768799999999999706e+00
6.810299999999999798e+00,6.893200000000000216e+00,6.563799999999999635e+00
6.575400000000000134e+00,6.929700000000000415e+00,6.574699999999999989e+00
6.628999999999999559e+00,6.882600000000000051e+00,6.628999999999999559e+00
6.820899999999999963e+00,6.828299999999999592e+00,6.743599999999999817e+00
6.761300000000000310e+00,6.799599999999999866e+00,6.734300000000000175e+00
6.769599999999999618e+00,6.908199999999999896e+00,6.755200000000000315e+00
6.907700000000000173e+00,6.943399999999999572e+00,6.860800000000000232e+00
6.933099999999999596e+00,6.990499999999999936e+00,6.926099999999999923e+00
6.978699999999999903e+00,7.050600000000000200e+00,6.929100000000000037e+00
6.929899999999999949e+00,6.955499999999999794e+00,6.621599999999999930e+00
6.895599999999999952e+00,6.951500000000000234e+00,6.860000000000000320e+00
6.893500000000000405e+00,7.021399999999999864e+00,6.828800000000000203e+00
6.908500000000000085e+00,6.961899999999999977e+00,6.853699999999999903e+00
6.910099999999999909e+00,6.982300000000000395e+00,6.826200000000000045e+00
6.931099999999999817e+00,7.030999999999999694e+00,6.764800000000000146e+00
7.015600000000000058e+00,7.076299999999999812e+00,6.762900000000000134e+00
6.783500000000000085e+00,7.040700000000000180e+00,6.768799999999999706e+00
6.973700000000000010e+00,6.985999999999999766e+00,6.660400000000000098e+00
6.660899999999999821e+00,7.014199999999999768e+00,6.645699999999999719e+00
6.735899999999999999e+00,7.090600000000000236e+00,6.722400000000000375e+00
7.038000000000000256e+00,7.067499999999999893e+00,6.755799999999999805e+00
6.900100000000000122e+00,6.966099999999999959e+00,6.635900000000000354e+00
6.921400000000000219e+00,6.934599999999999653e+00,6.547299999999999898e+00
6.557100000000000151e+00,6.900400000000000311e+00,6.536599999999999966e+00
6.844999999999999751e+00,6.984799999999999898e+00,6.564499999999999780e+00
6.961999999999999744e+00,6.988999999999999879e+00,6.670399999999999885e+00
6.932400000000000340e+00,7.053700000000000081e+00,6.613999999999999879e+00
7.028100000000000236e+00,7.167099999999999582e+00,6.744299999999999962e+00
6.846099999999999852e+00,7.263600000000000279e+00,6.842200000000000060e+00
7.233799999999998676e+00,7.274700000000000166e+00,6.935299999999999798e+00
7.165799999999999947e+00,7.248999999999998778e+00,6.884000000000000341e+00
7.134199999999999875e+00,7.261099999999999888e+00,6.962100000000000399e+00
7.250499999999998835e+00,7.324499999999998678e+00,6.933900000000000396e+00
7.251500000000000057e+00,7.266799999999999926e+00,6.964199999999999946e+00
7.238400000000000389e+00,7.289600000000000080e+00,6.845500000000000362e+00
7.099800000000000111e+00,7.234700000000000131e+00,6.842800000000000438e+00
7.122799999999999798e+00,7.200099999999999945e+00,6.823400000000000354e+00
6.822700000000000209e+00,7.224499999999999922e+00,6.822700000000000209e+00
7.153299999999999770e+00,7.171599999999999753e+00,6.814700000000000202e+00
6.828100000000000058e+00,7.071200000000000152e+00,6.822300000000000253e+00
6.986900000000000333e+00,7.047100000000000364e+00,6.705400000000000027e+00
6.726600000000000357e+00,7.086700000000000443e+00,6.720100000000000406e+00
6.754599999999999937e+00,7.142000000000000348e+00,6.747899999999999565e+00
7.092999999999999972e+00,7.150699999999999612e+00,6.816900000000000404e+00
7.059499999999999886e+00,7.200099999999999945e+00,7.045899999999999608e+00
7.179199999999999804e+00,7.190199999999999925e+00,6.903800000000000381e+00
7.159900000000000375e+00,7.182800000000000296e+00,6.826299999999999812e+00
6.827700000000000102e+00,7.122700000000000031e+00,6.794299999999999784e+00
7.087299999999999933e+00,7.104700000000000237e+00,6.723799999999999777e+00
7.071100000000000385e+00,7.105900000000000105e+00,6.780400000000000205e+00
6.783699999999999619e+00,7.081199999999999939e+00,6.733699999999999797e+00
6.788100000000000023e+00,7.031600000000000072e+00,6.688100000000000378e+00
6.693299999999999805e+00,7.036400000000000432e+00,6.641499999999999737e+00
7.014700000000000379e+00,7.041500000000000092e+00,6.711500000000000021e+00
7.031699999999999839e+00,7.042600000000000193e+00,6.663599999999999746e+00
6.721099999999999852e+00,6.982899999999999885e+00,6.649799999999999933e+00
6.946100000000000385e+00,6.947499999999999787e+00,6.563500000000000334e+00
6.569099999999999717e+00,6.931799999999999962e+00,6.567899999999999849e+00
6.878999999999999559e+00,6.935599999999999987e+00,6.520299999999999763e+00
6.529399999999999871e+00,6.860599999999999810e+00,6.510299999999999976e+00
6.597800000000000331e+00,6.831299999999999706e+00,6.507799999999999585e+00
6.752600000000000158e+00,6.820500000000000007e+00,6.517500000000000071e+00
6.519000000000000128e+00,6.750700000000000145e+00,6.432000000000000384e+00
6.424500000000000099e+00,6.710099999999999731e+00,6.424500000000000099e+00
6.434499999999999886e+00,6.663700000000000401e+00,6.386700000000000266e+00
6.394300000000000317e+00,6.674199999999999910e+00,6.363400000000000389e+00
6.617499999999999716e+00,6.621800000000000352e+00,6.333199999999999719e+00
6.333199999999999719e+00,6.596000000000000085e+00,6.317899999999999849e+00
6.320000000000000284e+00,6.637800000000000367e+00,6.317099999999999937e+00
6.581299999999999706e+00,6.659900000000000375e+00,6.326800000000000423e+00
6.639000000000000234e+00,6.687899999999999956e+00,6.378000000000000114e+00
6.394400000000000084e+00,6.676899999999999835e+00,6.251800000000000246e+00
6.563299999999999912e+00,6.607499999999999929e+00,6.299199999999999910e+00
6.591000000000000192e+00,6.618599999999999817e+00,6.535700000000000287e+00
6.563200000000000145e+00,6.675500000000000433e+00,6.416199999999999903e+00
6.426999999999999602e+00,6.709900000000000198e+00,6.409600000000000186e+00
6.700400000000000134e+00,6.734200000000000408e+00,6.440699999999999648e+00
6.727199999999999847e+00,6.805500000000000327e+00,6.694499999999999673e+00
6.754100000000000215e+00,6.868199999999999861e+00,6.519999999999999574e+00
6.861900000000000333e+00,6.923600000000000421e+00,6.648900000000000254e+00
6.654099999999999682e+00,7.016600000000000392e+00,6.649799999999999933e+00
6.677599999999999980e+00,6.989300000000000068e+00,6.614600000000000257e+00
6.884299999999999642e+00,7.035099999999999909e+00,6.685399999999999565e+00
7.021899999999999586e+00,7.083599999999999675e+00,6.941900000000000404e+00
7.077799999999999869e+00,7.197099999999999831e+00,6.935900000000000176e+00
7.063200000000000145e+00,7.235500000000000043e+00,7.052299999999999791e+00
7.196399999999999686e+00,7.226700000000000124e+00,6.957200000000000273e+00
7.115199999999999747e+00,7.158800000000000274e+00,6.969999999999999751e+00
6.978500000000000369e+00,7.241900000000000226e+00,6.968300000000000161e+00
7.140500000000000291e+00,7.249299999999999855e+00,7.085899999999999643e+00
7.086400000000000254e+00,7.262900000000000134e+00,7.082200000000000273e+00
7.083700000000000330e+00,7.255099999999998772e+00,7.049299999999999677e+00
7.205899999999997974e+00,7.296800000000000175e+00,7.003599999999999604e+00
7.099300000000000388e+00,7.187700000000000422e+00,6.947099999999999831e+00
7.123599999999999710e+00,7.227500000000000036e+00,7.031399999999999650e+00
7.172600000000000087e+00,7.213499999999999801e+00,6.983999999999999986e+00
6.996999999999999886e+00,7.216400000000000148e+00,6.986500000000000377e+00
7.026799999999999713e+00,7.203500000000000014e+00,7.016399999999999970e+00
7.140600000000000058e+00,7.184899999999999842e+00,6.947199999999999598e+00
7.126699999999999591e+00,7.291900000000000048e+00,7.057199999999999918e+00
7.268500000000000405e+00,7.542300000000000004e+00,7.267000000000000348e+00
7.349700000000000344e+00,7.541800000000000281e+00,7.333300000000000374e+00
7.521300000000000097e+00,7.650599999999999845e+00,7.396300000000000097e+00
7.631800000000000139e+00,7.715099999999998737e+00,7.573999999999999844e+00
7.698900000000000077e+00,7.778599999999999959e+00,7.582399999999999807e+00
7.584100000000000286e+00,7.783500000000000085e+00,7.575300000000000367e+00
7.764800000000000146e+00,7.977199999999999847e+00,7.754900000000000126e+00
7.802699999999997971e+00,8.195299999999997809e+00,7.705300000000000260e+00
7.830499999999998018e+00,7.843200000000000394e+00,7.508600000000000385e+00
7.592399999999998705e+00,7.631400000000000183e+00,7.330099999999999838e+00
7.460499999999998799e+00,7.501800000000000246e+00,7.293599999999998751e+00
7.404300000000000104e+00,7.408800000000000274e+00,7.218899999999998762e+00
7.219400000000000261e+00,7.374100000000000321e+00,7.142800000000000260e+00
7.228600000000000136e+00,7.419200000000000017e+00,7.204100000000000392e+00
7.399700000000000166e+00,7.472000000000000419e+00,7.313100000000000378e+00
7.420899999999998720e+00,7.456199999999999939e+00,7.107899999999999885e+00
7.271799999999999820e+00,7.281399999999998762e+00,6.982000000000000206e+00
7.105299999999999727e+00,7.134299999999999642e+00,6.941900000000000404e+00
6.940699999999999648e+00,7.185800000000000409e+00,6.940699999999999648e+00
7.125099999999999767e+00,7.250600000000000378e+00,7.099499999999999922e+00
7.223799999999998001e+00,7.237800000000000011e+00,7.020199999999999996e+00
7.163000000000000256e+00,7.219299999999998718e+00,6.982400000000000162e+00
6.986900000000000333e+00,7.116900000000000226e+00,6.906900000000000261e+00
7.037099999999999689e+00,7.309199999999998809e+00,7.037099999999999689e+00
7.088499999999999801e+00,7.275599999999999845e+00,7.065400000000000347e+00
7.144999999999999574e+00,7.222100000000000186e+00,6.965099999999999625e+00
7.096700000000000230e+00,7.213499999999999801e+00,6.764999999999999680e+00
6.872200000000000308e+00,6.948400000000000354e+00,6.740000000000000213e+00
6.829399999999999693e+00,6.988299999999999734e+00,6.804800000000000182e+00
6.953800000000000203e+00,6.984200000000000408e+00,6.745099999999999874e+00
6.757900000000000240e+00,6.990599999999999703e+00,6.748400000000000176e+00
6.847999999999999865e+00,6.982999999999999652e+00,6.781799999999999606e+00
6.914600000000000080e+00,6.947300000000000253e+00,6.814099999999999824e+00
6.836999999999999744e+00,6.979199999999999626e+00,6.820999999999999730e+00
6.820500000000000007e+00,7.012500000000000178e+00,6.785099999999999909e+00
6.987499999999999822e+00,7.073500000000000121e+00,6.871699999999999697e+00
7.016700000000000159e+00,7.048799999999999955e+00,6.831400000000000361e+00
6.963899999999999757e+00,6.972999999999999865e+00,6.583199999999999719e+00
6.762199999999999989e+00,6.813500000000000334e+00,6.549999999999999822e+00
6.553799999999999848e+00,6.790300000000000225e+00,6.542099999999999582e+00
6.649799999999999933e+00,6.815500000000000114e+00,6.645800000000000374e+00
6.761899999999999800e+00,6.797100000000000364e+00,6.613400000000000389e+00
6.724999999999999645e+00,6.786500000000000199e+00,6.606799999999999784e+00
6.607199999999999740e+00,6.824399999999999800e+00,6.599400000000000155e+00
6.650100000000000122e+00,6.809400000000000119e+00,6.638200000000000323e+00
6.677100000000000257e+00,6.700400000000000134e+00,6.541800000000000281e+00
6.499399999999999622e+00,6.560599999999999987e+00,6.312000000000000277e+00
6.408599999999999852e+00,6.468700000000000117e+00,6.256000000000000227e+00
6.410800000000000054e+00,6.462900000000000311e+00,6.189300000000000246e+00
6.197000000000000064e+00,6.519099999999999895e+00,6.166699999999999626e+00
6.271600000000000286e+00,6.630200000000000315e+00,6.231099999999999639e+00
6.496599999999999930e+00,6.607700000000000351e+00,6.223799999999999777e+00
6.405199999999999783e+00,6.410999999999999588e+00,5.707300000000000040e+00
5.765699999999999825e+00,6.017100000000000115e+00,5.631800000000000139e+00
5.631300000000000416e+00,5.799999999999999822e+00,5.236900000000000333e+00
5.227100000000000080e+00,5.716400000000000148e+00,5.192300000000000360e+00
5.499299999999999855e+00,5.941799999999999748e+00,5.497499999999999609e+00
5.725399999999999601e+00,5.834999999999999964e+00,5.434499999999999886e+00
5.570500000000000007e+00,5.616100000000000314e+00,5.222100000000000186e+00
5.328000000000000291e+00,5.614399999999999835e+00,5.216400000000000148e+00
5.418400000000000105e+00,5.568999999999999950e+00,5.193699999999999761e+00
5.350600000000000023e+00,5.609499999999999709e+00,5.336700000000000443e+00
5.449200000000000266e+00,5.740499999999999936e+00,5.338199999999999612e+00
5.521099999999999675e+00,5.697400000000000020e+00,5.456599999999999895e+00
5.565699999999999648e+00,5.722299999999999720e+00,5.445599999999999774e+00
5.521799999999999820e+00,5.795899999999999608e+00,5.513300000000000090e+00
5.742200000000000415e+00,5.760200000000000209e+00,5.362000000000000099e+00
5.458000000000000185e+00,5.507100000000000328e+00,5.346199999999999619e+00
5.490199999999999747e+00,5.677299999999999791e+00,5.353399999999999714e+00
5.469299999999999606e+00,5.574699999999999989e+00,5.397999999999999687e+00
5.545200000000000351e+00,5.684999999999999609e+00,5.409399999999999764e+00
5.526299999999999990e+00,5.549500000000000099e+00,5.365099999999999980e+00
5.402599999999999625e+00,5.514400000000000190e+00,5.346799999999999997e+00
5.363400000000000389e+00,5.391499999999999737e+00,5.208499999999999908e+00
5.307199999999999918e+00,5.399499999999999744e+00,5.226300000000000168e+00
5.229700000000000237e+00,5.575199999999999712e+00,5.214400000000000368e+00
5.480400000000000382e+00,5.594000000000000306e+00,5.472599999999999909e+00
5.507600000000000051e+00,5.541500000000000092e+00,5.366200000000000081e+00
5.523799999999999599e+00,5.583599999999999675e+00,5.464199999999999946e+00
5.547299999999999898e+00,5.685100000000000264e+00,5.481799999999999784e+00
5.614300000000000068e+00,5.655000000000000249e+00,5.450099999999999945e+00
5.645500000000000185e+00,5.735599999999999810e+00,5.542300000000000004e+00
5.624699999999999811e+00,5.893600000000000172e+00,5.615800000000000125e+00
5.706699999999999662e+00,5.929999999999999716e+00,5.689600000000000435e+00
5.700899999999999856e+00,6.085600000000000342e+00,5.698800000000000310e+00
6.060299999999999798e+00,6.249200000000000088e+00,5.926599999999999646e+00
6.252799999999999692e+00,6.313200000000000145e+00,6.060800000000000409e+00
6.074799999999999756e+00,6.230699999999999683e+00,6.040300000000000225e+00
6.117700000000000138e+00,6.123199999999999754e+00,5.860100000000000087e+00
6.041500000000000092e+00,6.044599999999999973e+00,5.770100000000000229e+00
5.903400000000000425e+00,5.959500000000000242e+00,5.783900000000000041e+00
5.877100000000000435e+00,5.906900000000000261e+00,5.742600000000000371e+00
5.851099999999999746e+00,6.131499999999999950e+00,5.836400000000000254e+00
6.154600000000000293e+00,6.313299999999999912e+00,6.152300000000000324e+00
6.293499999999999872e+00,6.333400000000000141e+00,6.250899999999999679e+00
6.393799999999999706e+00,6.398299999999999876e+00,6.285199999999999676e+00
6.267699999999999605e+00,6.275599999999999845e+00,6.189199999999999591e+00
6.162600000000000300e+00,6.305900000000000283e+00,6.157199999999999562e+00
6.338300000000000267e+00,6.340499999999999581e+00,6.139300000000000423e+00
6.232400000000000162e+00,6.267599999999999838e+00,6.135399999999999743e+00
6.317899999999999849e+00,6.325199999999999712e+00,6.311700000000000088e+00
6.281799999999999606e+00,6.381599999999999717e+00,6.213199999999999612e+00
6.193599999999999994e+00,6.378099999999999881e+00,6.133399999999999963e+00
6.285099999999999909e+00,6.369100000000000428e+00,6.145500000000000185e+00
6.358799999999999564e+00,6.535099999999999909e+00,6.358799999999999564e+00
6.573800000000000310e+00,6.643500000000000405e+00,6.447199999999999598e+00
6.617099999999999760e+00,6.619699999999999918e+00,6.477899999999999991e+00
6.483200000000000074e+00,6.489600000000000257e+00,6.197099999999999831e+00
6.220200000000000173e+00,6.429400000000000226e+00,6.210899999999999643e+00
6.331400000000000361e+00,6.534299999999999997e+00,6.325999999999999623e+00
6.456500000000000128e+00,6.535899999999999821e+00,6.349400000000000155e+00
6.374299999999999855e+00,6.518500000000000405e+00,6.258200000000000429e+00
6.277199999999999669e+00,6.547699999999999854e+00,6.265399999999999636e+00
6.456000000000000405e+00,6.502699999999999925e+00,6.367099999999999760e+00
6.380300000000000082e+00,6.468799999999999883e+00,6.345699999999999896e+00
6.359300000000000175e+00,6.507699999999999818e+00,6.354300000000000281e+00
6.391600000000000392e+00,6.575400000000000134e+00,6.354800000000000004e+00
6.422500000000000320e+00,6.619900000000000340e+00,6.408800000000000274e+00
6.574600000000000222e+00,6.671299999999999564e+00,6.497799999999999798e+00
6.504100000000000215e+00,6.648200000000000109e+00,6.421700000000000408e+00
6.445400000000000240e+00,6.466300000000000381e+00,6.284500000000000419e+00
6.299000000000000377e+00,6.459699999999999775e+00,6.276099999999999568e+00
6.343200000000000394e+00,6.498899999999999899e+00,6.334200000000000053e+00
6.489200000000000301e+00,6.549999999999999822e+00,6.367099999999999760e+00
6.368900000000000006e+00,6.567000000000000171e+00,6.314199999999999591e+00
6.327200000000000379e+00,6.639599999999999724e+00,6.324499999999999567e+00
6.478699999999999903e+00,6.707699999999999996e+00,6.455000000000000071e+00
6.690999999999999837e+00,6.766600000000000392e+00,6.627399999999999736e+00
6.709200000000000053e+00,6.746900000000000119e+00,6.464500000000000135e+00
6.473900000000000432e+00,6.802500000000000213e+00,6.473900000000000432e+00
6.797699999999999854e+00,6.878800000000000026e+00,6.692499999999999893e+00
6.705700000000000216e+00,6.850299999999999834e+00,6.593200000000000394e+00
6.593099999999999739e+00,6.858699999999999797e+00,6.592100000000000293e+00
6.821699999999999875e+00,6.831999999999999851e+00,6.551599999999999646e+00
6.566799999999999748e+00,6.735500000000000043e+00,6.414799999999999613e+00
6.487499999999999822e+00,6.761899999999999800e+00,6.475900000000000212e+00
6.587200000000000166e+00,6.651399999999999757e+00,6.256300000000000416e+00
6.425300000000000011e+00,6.538199999999999790e+00,6.268200000000000216e+00
6.506499999999999950e+00,6.588400000000000034e+00,6.423700000000000188e+00
6.434300000000000352e+00,6.621900000000000119e+00,6.388700000000000045e+00
6.559999999999999609e+00,6.669999999999999929e+00,6.514499999999999957e+00
6.651500000000000412e+00,6.686600000000000321e+00,6.340300000000000047e+00
6.510200000000000209e+00,6.576100000000000279e+00,6.176800000000000068e+00
6.198699999999999655e+00,6.562199999999999811e+00,6.192499999999999893e+00
6.542600000000000193e+00,6.579399999999999693e+00,6.285199999999999676e+00
6.290799999999999947e+00,6.543800000000000061e+00,6.284799999999999720e+00
6.411200000000000010e+00,6.595100000000000406e+00,6.392100000000000115e+00
6.567400000000000126e+00,6.684700000000000308e+00,6.567400000000000126e+00
6.566600000000000215e+00,6.610800000000000232e+00,6.449499999999999567e+00
6.506099999999999994e+00,6.631400000000000183e+00,6.444099999999999717e+00
6.443900000000000183e+00,6.495400000000000063e+00,6.316099999999999604e+00
6.472000000000000419e+00,6.522599999999999731e+00,6.365599999999999703e+00
6.524700000000000166e+00,6.584200000000000053e+00,6.455499999999999794e+00
6.546599999999999753e+00,6.584699999999999775e+00,6.482199999999999740e+00
6.497499999999999609e+00,6.562800000000000189e+00,6.440800000000000303e+00
6.526699999999999946e+00,6.536500000000000199e+00,6.448299999999999699e+00
6.532799999999999940e+00,6.629599999999999937e+00,6.498000000000000220e+00
6.559400000000000119e+00,6.653599999999999959e+00,6.447899999999999743e+00
6.559499999999999886e+00,6.572700000000000209e+00,6.397000000000000242e+00
6.458499999999999908e+00,6.556700000000000195e+00,6.438900000000000290e+00
6.526900000000000368e+00,6.645800000000000374e+00,6.491299999999999848e+00
6.629199999999999982e+00,6.692700000000000315e+00,6.531299999999999883e+00
6.558300000000000018e+00,6.591999999999999638e+00,6.466700000000000337e+00
6.473099999999999632e+00,6.596700000000000230e+00,6.471300000000000274e+00
6.528999999999999915e+00,6.644999999999999574e+00,6.465499999999999581e+00
6.606099999999999639e+00,6.630300000000000082e+00,6.542900000000000382e+00
6.591199999999999726e+00,6.666100000000000136e+00,6.543999999999999595e+00
6.555200000000000138e+00,6.591300000000000381e+00,6.424199999999999910e+00
6.427599999999999980e+00,6.625899999999999679e+00,6.413599999999999746e+00
6.587600000000000122e+00,6.679999999999999716e+00,6.557299999999999685e+00
6.690900000000000070e+00,6.693999999999999950e+00,6.511000000000000121e+00
6.512900000000000134e+00,6.679999999999999716e+00,6.428300000000000125e+00
6.589199999999999946e+00,6.627399999999999736e+00,6.556400000000000006e+00
6.564899999999999736e+00,6.653200000000000003e+00,6.556099999999999817e+00
6.626000000000000334e+00,6.653400000000000425e+00,6.576900000000000190e+00
6.663400000000000212e+00,6.692499999999999893e+00,6.632399999999999629e+00
6.636400000000000077e+00,6.704900000000000304e+00,6.590300000000000047e+00
6.722400000000000375e+00,6.770699999999999719e+00,6.705400000000000027e+00
6.747600000000000264e+00,6.784099999999999575e+00,6.700700000000000323e+00
6.703999999999999737e+00,6.758200000000000429e+00,6.589699999999999669e+00
6.670600000000000307e+00,6.735800000000000232e+00,6.652999999999999581e+00
6.695500000000000007e+00,6.794699999999999740e+00,6.584200000000000053e+00
6.785199999999999676e+00,6.851899999999999658e+00,6.742399999999999949e+00
6.814000000000000057e+00,6.845900000000000318e+00,6.748199999999999754e+00
6.810900000000000176e+00,6.876999999999999780e+00,6.711999999999999744e+00
6.817700000000000315e+00,6.862300000000000288e+00,6.707699999999999996e+00
6.859099999999999753e+00,6.886800000000000033e+00,6.682100000000000151e+00
6.796299999999999564e+00,6.818299999999999805e+00,6.684000000000000163e+00
6.728299999999999947e+00,6.731200000000000294e+00,6.516799999999999926e+00
